"v960066","v960067","v960070","v960071","v960073","v960115","v960119","v960272","v960281","v960284","v960292","v960293","v960365","v960385","v960420","v960568","v960571","v960605","v960606","v960610","v960701","v961039","v961300","religion"
2,2,4,4,3,3,16,100,100,0,0,85,NA,3,4,1,1,48,1,2,3,70,5,7
2,1,2,3,3,3,16,60,60,60,70,85,6,5,5,5,1,56,5,4,5,40,5,1
1,2,4,3,3,3,16,85,70,35,85,50,NA,3,1,2,1,40,1,3,13,60,5,1
2,1,5,2,4,3,0,40,60,50,40,60,3,5,5,3,2,26,5,6,16,85,5,1
1,1,3,2,2,3,0,50,50,60,40,60,6,3,5,4,1,23,3,4,22,60,5,1
2,1,2,2,2,3,0,0,0,80,0,80,6,1,4,2,1,88,2,4,5,6,5,9
1,1,1,1,2,3,0,80,75,40,60,40,4,1,2,5,1,23,5,6,22,50,5,1
2,1,3,2,3,3,0,70,85,85,50,50,4,3,2,1,1,83,1,6,14,85,5,1
1,1,1,1,2,3,0,15,15,40,15,70,5,3,4,2,1,46,1,6,24,50,5,2
2,1,2,2,3,3,0,1,1,100,1,100,7,5,6,4,1,24,1,6,21,0,5,1
1,1,1,1,1,3,0,40,40,70,30,70,6,1,5,4,1,55,1,6,22,60,5,1
2,1,2,3,2,3,0,60,30,15,40,60,4,3,4,4,1,36,5,6,14,50,5,1
1,1,2,2,2,3,0,70,50,70,60,50,5,1,2,4,2,25,5,4,8,70,5,9
2,1,2,2,2,3,0,15,30,30,30,60,6,1,6,4,1,35,1,7,22,40,5,1
1,1,2,2,2,3,0,50,40,60,40,60,5,1,5,2,1,47,1,6,7,50,5,1
2,1,1,1,1,3,16,85,85,0,85,15,2,1,0,4,1,67,3,4,17,85,1,1
2,1,3,2,3,3,16,60,70,50,NA,NA,NA,3,1,4,1,57,1,4,20,NA,5,1
1,1,1,1,2,3,16,40,15,60,NA,60,6,1,4,2,1,65,2,4,20,70,5,1
1,1,3,3,3,3,0,70,60,60,70,60,NA,3,1,2,1,50,3,2,3,70,5,1
2,1,3,3,3,3,0,60,70,50,50,50,NA,3,1,1,1,54,1,2,17,70,5,1
2,1,4,4,2,3,0,50,50,NA,40,40,4,3,3,1,2,35,3,2,1,100,5,9
1,1,3,3,3,3,0,40,30,60,15,70,NA,1,4,1,2,30,1,4,18,NA,NA,9
2,2,4,3,3,3,0,85,60,NA,60,NA,NA,3,4,4,1,50,1,2,13,40,5,1
2,1,2,2,3,3,0,40,70,40,40,60,6,5,4,4,1,47,1,7,20,50,5,1
1,1,4,3,5,3,0,50,50,50,50,50,4,3,NA,3,2,35,1,2,14,50,5,9
1,1,5,3,4,3,0,70,NA,NA,NA,NA,NA,3,1,5,1,84,5,1,4,NA,NA,9
1,1,5,3,4,3,0,50,NA,NA,50,50,NA,3,6,2,1,74,1,1,7,50,1,1
1,1,3,3,2,3,0,15,15,85,15,85,6,5,6,5,1,52,1,3,16,70,5,1
2,1,3,3,2,3,0,0,0,0,30,85,5,5,4,1,1,37,3,3,18,70,5,1
2,1,3,3,4,3,0,10,NA,NA,NA,NA,5,3,1,3,1,58,1,1,15,100,5,9
2,1,3,2,3,3,0,60,30,40,50,50,NA,5,3,3,1,56,1,3,23,NA,NA,1
1,1,4,3,3,3,0,50,40,NA,50,50,NA,3,NA,3,2,34,1,3,13,100,5,1
1,1,4,3,4,3,2,30,0,85,0,100,7,5,6,5,1,20,5,4,NA,NA,NA,2
2,2,3,3,3,3,2,100,100,15,100,85,7,1,0,1,1,62,1,2,11,100,5,1
1,1,1,1,1,3,2,100,100,85,85,85,4,1,3,2,1,55,1,3,23,85,1,2
2,NA,NA,NA,NA,3,2,80,80,NA,70,100,2,1,4,5,1,71,2,1,4,100,5,2
2,1,5,4,5,3,2,100,NA,NA,NA,NA,NA,NA,3,1,1,88,2,1,3,15,5,9
2,2,4,3,3,3,2,70,70,NA,70,50,NA,3,0,2,1,34,3,2,1,85,5,1
1,2,3,3,3,3,2,70,60,60,70,70,5,3,2,2,1,31,5,2,6,70,5,1
2,2,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,3,1,1,1,NA,2,2,NA,100,5,1
2,2,2,2,3,3,3,85,85,40,85,60,3,3,0,4,1,37,4,4,10,NA,NA,1
2,2,4,4,3,3,3,75,30,NA,50,50,NA,3,0,4,1,73,2,2,2,60,5,1
2,2,4,4,2,3,3,60,30,NA,30,70,4,5,1,1,1,22,5,3,5,100,5,1
1,1,4,4,3,3,0,100,100,60,100,85,6,1,0,2,1,62,1,3,1,70,5,1
2,1,2,2,1,3,0,40,30,15,50,60,NA,3,5,4,1,53,2,3,9,NA,NA,2
1,2,4,4,3,3,0,60,NA,NA,100,50,NA,5,3,1,1,80,1,1,3,45,5,1
2,1,3,3,3,3,0,60,50,0,70,60,5,3,1,1,2,58,3,4,NA,60,5,1
2,2,4,4,4,3,0,100,100,NA,100,70,NA,3,0,2,1,61,1,2,3,60,5,1
2,2,NA,NA,NA,3,0,100,100,25,100,25,NA,1,0,4,1,49,5,3,NA,NA,NA,1
2,1,3,2,3,3,22,70,60,50,60,60,NA,3,1,4,1,30,1,3,16,85,5,2
2,1,3,2,3,3,22,70,85,30,60,40,5,1,2,4,1,79,1,3,11,NA,NA,1
2,1,3,3,2,3,22,60,40,60,40,60,5,3,4,4,1,33,5,2,7,85,5,2
2,1,3,2,2,3,22,85,70,15,85,15,4,1,0,1,1,87,2,2,10,60,5,1
2,1,1,2,2,3,22,0,0,85,0,100,6,5,6,3,1,87,2,5,11,40,5,1
2,1,1,2,2,3,22,0,0,60,15,85,6,1,6,5,1,68,3,6,16,30,5,1
2,1,NA,NA,NA,3,22,50,60,50,60,85,5,5,5,2,1,61,2,4,15,60,5,1
2,1,1,1,1,3,22,0,0,100,0,100,7,5,6,1,1,71,1,4,17,30,5,1
1,1,2,2,3,3,0,50,30,70,30,100,7,5,5,5,1,38,1,2,12,50,5,1
2,1,4,2,4,3,0,60,60,15,60,50,4,3,1,1,2,45,1,3,20,50,5,9
1,1,2,2,1,3,0,30,15,40,60,70,6,5,1,5,1,47,1,3,17,NA,5,1
1,1,3,1,3,3,0,0,0,40,15,85,7,5,5,2,1,22,5,3,23,NA,NA,1
2,1,5,3,5,3,0,100,85,15,100,0,NA,NA,0,1,1,73,1,2,NA,85,5,1
2,1,2,2,1,3,3,100,100,30,85,60,5,5,0,4,1,79,2,6,12,85,5,1
2,1,2,1,2,3,3,100,100,50,85,70,NA,3,1,4,1,42,1,6,19,70,5,1
2,1,1,2,1,3,0,70,85,15,85,50,5,3,2,4,1,34,3,4,6,85,1,7
2,2,4,3,2,3,0,100,100,85,100,100,NA,3,0,5,1,33,2,3,5,100,5,7
1,2,5,4,5,3,0,100,100,NA,100,100,NA,1,0,3,1,50,2,2,1,70,1,9
1,2,4,3,2,3,0,100,85,NA,85,95,NA,3,3,4,1,25,5,3,NA,70,5,1
2,2,4,3,3,3,0,100,100,NA,85,50,NA,3,2,2,1,34,4,3,11,100,5,1
2,1,4,3,4,3,0,30,15,15,40,30,5,5,1,1,1,43,1,3,22,50,5,1
2,1,4,2,3,3,0,85,60,0,85,60,NA,3,1,3,1,72,2,2,NA,40,5,1
1,2,5,3,5,3,0,100,85,NA,85,85,NA,3,3,2,1,24,4,3,13,NA,NA,1
2,1,4,3,4,3,3,85,85,NA,70,40,4,1,0,3,1,32,1,3,19,70,5,7
2,1,4,3,3,3,3,60,60,40,60,50,3,3,2,1,1,45,3,3,12,60,5,9
1,1,1,2,2,3,3,30,0,85,0,100,6,3,6,2,1,81,1,7,21,0,5,1
2,1,3,3,4,3,3,85,85,50,85,60,6,3,0,2,1,63,1,3,14,85,5,1
1,1,1,1,1,3,6,3,5,4,5,5,5,3,2,2,1,76,1,3,4,5,5,1
2,1,4,3,3,3,6,85,70,0,85,30,2,1,0,2,1,53,1,3,18,85,5,9
1,1,5,4,4,3,6,70,85,60,70,60,NA,1,0,5,1,61,3,3,4,100,5,9
2,1,3,3,2,3,0,0,0,70,0,85,4,5,5,1,1,31,1,3,19,15,5,1
2,1,5,3,4,3,0,15,15,NA,50,50,NA,5,4,5,1,22,1,2,15,NA,NA,1
1,1,2,2,3,3,0,15,20,80,20,90,5,5,6,1,1,31,1,5,NA,50,5,9
2,1,5,3,5,3,0,70,70,NA,70,40,4,1,2,4,1,28,5,4,17,85,5,1
2,1,5,3,5,3,0,50,30,50,50,50,NA,5,4,2,1,27,1,3,21,60,5,1
1,1,3,2,3,3,14,0,0,70,15,85,6,3,6,4,1,29,1,4,18,40,5,1
1,1,4,3,3,3,14,100,100,30,85,60,NA,1,0,1,1,72,1,2,8,60,5,9
2,1,5,4,5,3,14,NA,NA,NA,50,50,NA,3,1,1,1,34,3,2,2,NA,NA,9
1,1,4,3,3,3,14,60,50,NA,50,50,4,1,3,1,2,51,2,2,16,60,5,9
1,1,5,4,4,3,14,50,50,50,100,0,NA,5,1,1,1,81,5,3,NA,NA,NA,9
2,1,4,3,3,3,14,50,15,NA,75,50,NA,5,1,1,1,39,1,3,11,70,5,9
2,1,5,3,4,3,14,0,0,NA,50,50,NA,1,2,1,1,31,1,2,15,85,5,1
1,1,2,2,2,3,14,50,10,60,40,70,4,5,1,1,1,59,3,4,17,30,5,1
1,1,3,3,3,3,0,30,30,50,55,60,NA,3,4,2,1,39,1,4,22,40,5,9
2,1,3,3,3,3,0,75,65,25,75,40,NA,1,0,2,1,72,2,2,3,70,5,1
1,1,3,3,2,3,0,60,60,50,60,60,4,1,4,4,1,40,1,3,18,NA,NA,1
2,1,3,3,3,3,0,85,70,0,85,0,NA,3,0,2,1,74,2,2,6,40,5,1
2,1,3,3,2,3,0,100,100,NA,100,30,NA,1,0,2,1,41,1,3,12,0,5,1
2,1,3,3,2,3,0,70,60,30,50,50,3,1,2,5,1,35,1,4,21,70,5,1
2,1,3,3,3,3,0,15,0,50,50,85,NA,3,5,4,2,22,1,4,17,NA,NA,9
2,1,3,3,3,3,0,60,NA,60,60,50,6,5,1,3,1,59,2,3,4,50,5,1
2,1,3,3,2,3,0,0,0,NA,0,85,4,5,4,1,1,53,1,3,15,NA,NA,1
1,1,3,2,3,3,0,55,60,40,40,60,6,3,5,2,1,21,5,4,16,50,5,1
2,1,3,3,3,3,0,100,85,0,100,15,5,1,0,2,1,59,1,2,14,70,5,1
2,1,4,3,3,3,0,60,NA,NA,70,40,NA,1,1,1,1,37,3,1,11,70,5,9
2,1,3,3,3,3,16,70,40,70,70,60,NA,3,4,1,1,64,2,1,9,30,5,1
2,2,4,3,3,3,16,85,70,60,60,NA,NA,3,0,2,1,65,1,3,9,85,5,1
1,1,3,3,2,3,16,85,15,0,85,50,5,1,0,2,1,69,1,3,7,40,5,2
1,4,1,1,1,3,16,100,85,0,85,50,1,1,0,2,1,61,1,7,21,70,1,9
1,1,2,1,2,2,16,15,40,70,40,70,6,3,6,4,1,53,1,6,23,40,5,1
2,1,3,3,3,3,16,70,15,50,70,60,6,1,5,2,1,57,1,3,NA,50,5,1
2,1,3,3,3,3,16,85,50,60,70,85,NA,3,5,1,1,53,1,3,18,50,5,1
2,1,1,1,1,3,16,0,0,100,15,100,7,5,6,5,1,34,1,3,24,40,5,9
1,1,1,1,1,3,16,15,0,85,15,100,6,3,6,2,1,45,1,6,22,15,5,1
1,1,3,2,2,1,35,60,60,70,60,40,5,3,2,2,2,43,1,7,16,40,5,9
2,1,1,2,1,4,35,85,85,40,85,60,3,1,0,2,1,57,1,7,16,85,5,1
1,1,3,2,2,3,35,85,70,50,70,40,3,1,1,5,2,27,5,6,17,70,5,1
1,4,2,2,1,3,35,0,0,85,0,100,6,1,4,5,1,36,3,6,17,30,5,1
1,1,2,1,2,3,35,60,60,0,60,15,3,1,1,5,2,36,5,7,19,70,1,9
2,1,2,1,1,3,35,60,85,15,50,50,3,3,2,4,1,31,1,7,22,100,5,1
2,1,4,3,4,3,35,40,30,70,40,85,5,3,5,2,1,24,1,6,21,50,5,1
2,1,2,1,3,3,35,70,70,60,85,70,4,3,1,4,1,49,3,7,15,85,1,2
2,1,1,2,2,3,35,60,70,0,70,0,2,NA,0,2,2,85,3,7,19,40,5,9
2,1,1,2,1,3,35,70,70,50,85,70,4,3,1,2,1,29,5,6,15,NA,NA,1
2,1,2,2,2,3,35,85,60,30,85,30,3,1,1,4,1,22,1,6,16,100,1,1
2,1,5,4,4,3,0,85,100,NA,100,50,6,1,0,1,1,63,2,1,3,85,5,1
1,1,2,2,2,3,0,60,40,0,30,40,4,3,4,2,1,30,5,7,8,70,5,1
1,1,3,2,2,3,0,15,30,60,30,30,5,3,4,5,1,39,1,7,14,40,5,9
1,1,2,2,2,3,0,85,60,0,70,30,2,3,0,2,2,39,1,4,17,60,1,9
2,1,3,3,3,3,0,40,30,30,30,30,3,5,3,1,1,40,1,4,20,50,5,1
2,1,3,3,3,3,0,50,50,70,40,85,6,3,6,2,1,61,1,3,14,60,5,1
2,1,3,3,2,3,0,0,0,15,40,70,7,3,5,2,1,55,1,3,19,40,5,1
1,1,2,2,2,3,0,60,70,40,60,40,3,1,1,4,2,42,1,7,18,60,5,9
1,1,2,3,2,3,0,60,50,85,60,60,6,3,4,2,1,56,1,3,20,50,5,1
1,1,3,3,3,3,0,0,0,60,40,70,NA,3,4,2,1,40,3,2,15,50,5,9
2,1,3,3,3,3,0,100,85,0,100,0,NA,1,0,2,2,30,3,3,13,100,5,9
1,1,3,3,3,3,0,50,50,50,40,70,NA,5,5,2,2,22,5,3,7,50,5,1
1,1,3,3,3,3,1,70,50,50,70,70,NA,3,3,2,1,42,1,3,NA,70,5,1
2,1,3,3,4,3,1,100,85,0,85,50,NA,1,2,1,1,21,1,2,12,86,5,9
2,1,3,3,2,3,1,85,70,15,70,40,4,1,0,2,1,38,1,3,14,70,5,9
1,1,2,2,2,3,1,60,0,40,50,60,4,3,3,2,1,40,5,3,14,0,5,1
1,1,3,3,2,3,1,0,30,70,15,85,5,5,6,4,1,67,1,3,NA,70,5,1
1,1,2,2,3,3,1,30,30,55,25,60,5,3,5,4,2,26,5,4,16,40,5,1
1,1,3,3,3,3,1,85,85,0,60,50,4,1,2,1,1,28,1,3,20,85,5,9
1,1,3,3,3,3,15,15,0,30,70,30,5,5,4,4,1,48,5,4,9,60,5,1
2,1,1,1,4,3,0,100,70,40,85,40,3,3,1,2,1,41,1,5,NA,NA,NA,9
2,1,3,3,2,3,0,60,70,0,50,50,NA,1,2,4,NA,64,1,1,4,NA,5,9
2,1,3,3,3,3,0,70,50,NA,50,50,NA,1,5,2,1,38,1,3,NA,50,5,1
1,3,5,4,1,3,19,85,85,NA,50,NA,NA,1,1,2,1,63,1,1,4,NA,5,1
2,2,5,5,3,3,19,85,50,NA,70,85,NA,3,3,5,1,44,6,2,3,100,5,9
2,2,4,4,3,3,19,85,100,60,100,40,2,1,0,4,1,36,5,3,2,100,1,1
2,2,5,5,2,3,19,100,100,NA,75,NA,NA,3,0,2,1,83,2,1,1,50,5,1
2,1,2,3,2,3,19,75,50,0,60,50,NA,5,0,5,1,81,2,5,5,50,1,9
2,3,3,3,2,3,19,85,70,50,100,70,NA,3,0,4,1,35,1,3,17,40,5,1
1,1,3,3,2,3,0,15,0,50,30,85,6,5,6,2,1,39,1,5,20,85,5,1
1,1,3,3,2,3,0,50,50,85,50,100,6,3,6,5,1,50,1,3,14,70,5,7
1,1,5,4,5,3,0,90,90,85,85,85,4,3,3,1,1,36,3,2,4,NA,5,9
2,1,4,3,1,3,4,100,85,0,100,0,NA,1,0,5,1,67,1,2,12,60,5,1
2,3,4,2,2,3,4,85,85,50,70,60,NA,1,1,2,1,32,1,3,17,85,5,1
1,1,2,2,1,3,4,85,70,40,85,60,3,1,0,5,1,57,1,6,19,40,5,1
1,3,3,3,2,3,0,70,85,40,70,70,NA,5,1,1,1,35,6,3,15,85,5,1
2,3,5,4,3,3,0,85,85,NA,NA,NA,NA,1,3,2,1,68,1,1,3,NA,5,1
1,3,4,3,3,3,0,70,85,NA,85,50,4,3,0,5,1,23,5,2,18,85,5,1
2,2,4,NA,5,3,0,100,90,NA,85,85,NA,1,0,2,1,83,1,3,12,70,NA,1
2,3,3,3,1,3,0,100,60,50,100,60,4,1,0,2,1,47,1,3,8,85,5,1
2,3,5,3,3,3,0,50,50,50,50,50,NA,3,3,2,2,23,1,3,16,60,5,1
1,2,4,4,3,3,0,85,70,50,100,70,NA,1,1,2,1,58,5,1,12,70,1,7
1,3,5,3,3,3,0,0,60,30,70,60,NA,5,1,1,2,34,4,3,17,50,5,1
1,2,4,3,3,3,0,85,15,NA,50,50,NA,3,1,4,1,36,1,3,13,70,5,1
2,1,2,2,1,4,22,40,15,30,40,60,4,5,3,5,1,22,6,3,17,NA,NA,9
1,1,2,2,1,4,22,70,90,0,75,90,3,1,5,3,2,47,5,3,15,70,5,9
2,1,4,3,3,4,22,50,50,NA,70,15,NA,3,0,3,1,83,2,3,4,60,5,9
2,1,4,3,3,4,22,85,50,50,60,50,5,3,1,1,1,84,2,2,4,70,5,9
2,1,2,3,2,4,22,85,60,60,85,60,4,3,2,2,1,55,2,3,5,NA,NA,9
2,1,2,2,1,4,0,0,0,60,40,60,7,3,6,5,1,36,5,3,1,0,5,1
1,1,1,1,2,4,0,70,60,15,60,30,2,1,0,2,2,45,1,6,22,60,5,9
1,1,3,3,3,4,0,15,0,85,0,85,6,3,6,1,2,70,1,3,10,70,5,9
1,1,3,3,3,4,0,75,50,25,70,30,2,1,0,4,2,67,3,3,9,60,5,9
2,1,1,1,1,4,0,15,30,100,15,100,6,3,6,5,1,35,1,6,17,30,5,1
1,1,2,2,2,4,0,30,15,70,30,85,6,1,6,2,2,35,3,4,20,50,5,1
1,1,1,1,2,4,12,85,60,0,60,30,2,1,0,5,2,45,1,7,20,65,5,9
1,1,4,3,3,4,12,50,40,70,60,100,4,1,6,2,2,82,1,3,17,70,5,9
2,1,2,2,2,4,12,85,70,15,85,30,2,1,0,5,2,27,1,5,24,85,1,1
1,1,3,3,1,4,0,15,15,60,40,70,6,3,6,2,1,56,1,3,13,85,5,1
2,1,3,3,3,4,0,0,0,100,0,85,6,5,6,1,1,38,1,3,21,50,5,1
2,1,NA,NA,NA,3,0,30,30,40,40,60,6,1,5,2,2,49,1,4,23,60,5,9
1,1,2,2,3,4,0,15,30,70,30,70,6,5,1,3,2,43,1,4,21,70,5,9
2,1,4,3,3,4,0,70,60,40,60,50,4,3,1,5,2,57,1,7,21,60,5,9
2,1,4,4,3,4,9,70,50,30,60,40,4,5,2,3,1,35,1,4,8,40,5,7
1,1,4,4,3,4,9,85,85,NA,70,40,NA,3,1,2,1,33,5,3,15,50,5,2
1,3,4,4,3,4,9,0,0,60,85,15,NA,3,2,1,2,47,1,3,6,70,5,9
1,1,4,2,3,4,0,15,0,60,40,70,NA,1,4,4,2,57,4,6,17,40,5,9
2,1,3,3,2,4,1,85,70,40,70,60,NA,1,1,2,1,83,2,3,8,80,5,1
1,1,2,2,1,4,1,40,60,0,40,70,6,5,6,4,1,63,1,7,21,60,5,7
2,1,4,3,3,4,1,85,70,15,70,40,6,1,2,2,1,39,1,4,20,40,5,7
2,1,2,2,1,4,1,30,85,40,40,40,6,3,4,2,1,49,1,6,20,40,5,2
2,1,4,3,3,4,1,60,70,30,60,40,NA,3,1,3,2,65,1,4,16,70,5,9
2,1,3,2,3,4,0,70,60,40,50,50,3,3,3,1,2,30,3,3,5,85,1,9
2,1,2,2,2,1,67,85,70,40,60,40,4,3,1,3,1,27,5,6,15,70,5,9
2,2,4,4,3,1,67,50,50,NA,70,50,3,5,1,2,1,56,2,1,2,100,1,9
2,2,3,3,3,1,67,85,70,0,85,0,NA,5,0,2,1,51,5,5,20,85,5,1
2,2,2,2,1,1,67,100,100,0,100,0,3,1,0,2,1,33,5,5,15,100,1,1
1,1,1,1,1,1,67,15,15,70,30,100,6,3,6,2,2,57,5,6,12,50,5,9
2,2,1,1,1,1,67,100,60,40,85,40,3,5,0,4,1,42,1,7,18,100,1,1
2,2,5,3,5,1,7323,100,70,60,85,85,7,1,3,2,1,21,5,2,8,100,1,9
1,4,1,1,1,1,7323,100,100,85,70,85,4,1,4,2,1,45,1,3,20,100,5,7
1,1,3,3,2,1,7323,85,50,50,85,50,NA,3,1,3,1,28,5,3,4,85,5,9
1,2,4,3,5,1,7323,85,85,NA,85,0,NA,3,2,1,1,37,1,2,NA,NA,NA,9
2,1,2,2,2,1,7323,85,70,30,60,40,5,3,1,1,1,55,3,4,20,100,1,3
1,1,2,1,2,3,7323,62,0,0,50,50,2,5,3,3,1,27,5,6,9,100,NA,9
2,1,2,2,2,1,7323,85,85,40,70,50,4,3,3,3,1,79,5,4,17,70,5,1
2,4,2,2,2,1,7323,70,40,60,70,85,4,1,4,2,2,63,3,6,15,70,5,9
2,1,2,1,1,1,7323,85,85,0,85,15,2,1,0,4,1,43,1,7,24,85,1,3
2,1,1,1,1,1,7323,70,70,50,60,70,5,1,5,4,2,50,3,6,23,85,1,1
1,4,1,1,1,1,7323,50,25,70,90,80,5,1,1,2,1,37,1,7,18,50,5,1
1,1,3,2,2,1,7323,70,70,40,85,30,2,1,0,4,1,37,5,4,14,85,1,2
2,2,2,2,1,1,7323,80,80,NA,85,70,NA,3,0,2,1,80,2,3,14,70,5,1
1,2,2,2,2,1,7323,70,60,40,70,50,3,3,0,4,1,62,3,4,16,60,5,7
1,2,2,3,3,1,7323,85,70,40,85,60,3,3,0,5,1,38,1,4,20,85,1,1
2,2,4,3,3,1,7323,70,70,NA,85,15,2,5,0,2,1,21,5,4,17,85,5,7
2,3,2,2,1,1,7323,80,80,15,85,50,NA,1,0,2,1,80,2,5,NA,75,5,2
1,2,1,1,1,3,7323,85,70,0,60,50,4,1,1,5,2,57,5,6,19,90,NA,1
2,2,3,2,2,1,7323,60,60,40,70,30,2,3,2,3,1,27,3,6,15,85,1,7
2,2,3,3,3,1,7323,85,70,50,60,60,3,5,3,2,1,36,5,4,8,70,5,7
2,2,3,3,2,1,7323,85,60,0,85,40,NA,5,0,1,1,39,1,5,21,60,1,1
2,2,3,3,3,1,7323,85,85,15,70,15,NA,1,0,2,1,38,1,4,22,70,5,1
1,1,1,1,1,1,15,60,30,50,NA,NA,5,3,1,3,2,57,5,7,23,50,5,9
2,1,3,2,1,1,15,30,40,50,30,85,6,5,6,NA,1,59,3,1,5,70,5,2
1,1,1,1,1,1,15,70,30,15,60,30,3,3,2,3,2,32,5,7,22,40,5,9
1,1,NA,NA,NA,1,15,70,85,60,70,50,5,1,2,1,2,26,5,4,15,60,5,9
1,1,NA,NA,NA,4,3485,70,85,60,85,60,4,3,2,4,1,21,5,3,19,85,5,9
1,1,1,1,1,4,3485,25,15,60,30,55,7,3,4,1,2,34,5,7,24,15,5,9
1,2,2,3,3,4,3485,100,85,NA,100,30,5,3,1,1,1,72,4,2,7,70,5,9
1,1,2,2,2,4,3485,85,70,0,85,15,2,1,0,1,2,34,3,4,4,85,5,9
2,4,2,2,2,4,3485,30,0,30,40,70,5,1,5,5,1,35,1,6,21,60,5,2
1,1,NA,NA,NA,4,3485,70,85,0,70,15,3,1,1,5,2,32,1,6,23,NA,NA,9
2,1,3,2,2,4,19,85,60,60,70,85,NA,5,5,4,1,48,3,4,5,100,5,1
2,4,3,3,4,4,19,50,60,50,60,85,4,3,5,5,1,35,1,4,15,85,5,2
2,1,3,3,3,4,19,100,85,NA,100,70,4,5,1,5,1,45,4,3,2,85,5,2
2,1,2,2,2,4,13,60,30,0,70,0,3,1,1,2,2,67,2,4,21,15,5,1
2,1,NA,NA,NA,4,62,30,15,60,30,70,6,3,6,2,1,49,1,4,20,30,5,1
1,1,NA,NA,NA,4,62,0,0,70,50,50,7,3,5,2,1,75,5,3,3,25,5,9
2,1,NA,NA,NA,4,62,15,30,85,30,70,7,5,6,2,1,36,1,5,21,15,5,1
1,1,NA,NA,NA,4,62,50,40,50,50,50,4,1,5,4,1,38,1,3,22,NA,NA,7
2,1,NA,NA,NA,4,50,70,60,50,60,40,3,5,2,1,2,35,5,5,17,NA,NA,7
2,1,3,3,3,4,87,85,85,0,85,30,3,1,0,2,2,41,5,4,16,85,1,9
1,1,NA,NA,NA,4,87,70,70,15,60,30,2,1,1,1,1,33,1,6,21,85,1,7
1,1,3,2,3,2,51,60,60,15,50,50,4,1,2,3,1,50,1,6,20,NA,5,7
1,1,4,3,3,2,51,40,15,50,50,50,4,3,3,1,1,31,5,6,19,85,5,9
1,1,1,1,1,4,51,60,70,60,40,60,5,3,5,2,1,43,1,6,23,50,5,1
1,1,2,3,2,2,51,70,60,15,100,30,3,1,0,1,1,74,2,3,15,50,5,2
1,1,3,3,2,2,51,60,60,30,60,50,3,1,1,4,2,80,1,3,19,60,1,3
2,1,2,2,2,2,51,70,60,0,40,40,2,3,2,2,1,44,1,5,23,100,5,2
2,1,1,1,1,3,51,80,70,10,65,20,5,3,1,4,1,41,1,6,21,NA,NA,2
1,1,2,2,1,2,2784,40,40,50,60,60,5,3,3,2,1,63,2,6,19,70,5,9
1,1,2,2,2,2,2784,100,85,50,100,15,2,1,0,3,1,51,1,4,16,100,5,2
2,1,4,3,2,2,2784,100,100,50,100,0,NA,1,0,4,1,54,1,6,14,100,5,9
2,1,1,2,2,2,2784,15,0,60,15,70,4,3,5,1,1,74,2,3,13,0,5,2
1,4,3,3,3,2,2784,60,70,85,70,85,NA,3,5,5,1,60,1,6,NA,85,5,2
1,1,2,2,2,2,2784,50,40,NA,50,50,4,3,2,1,1,74,1,4,16,50,5,2
1,1,NA,NA,NA,2,2784,100,NA,NA,85,30,3,3,0,1,1,28,5,2,12,85,5,9
2,1,1,1,1,2,2784,85,70,0,85,0,5,1,0,2,1,46,5,6,18,70,5,2
2,2,2,3,3,2,2784,90,100,NA,100,0,1,3,0,3,1,38,4,3,9,100,5,1
1,1,NA,NA,NA,2,2784,60,60,15,60,40,4,1,3,2,1,27,1,7,17,85,5,2
2,1,3,3,2,2,2784,100,85,15,100,15,4,3,0,1,1,50,4,5,NA,NA,5,1
1,2,NA,NA,NA,2,2784,85,0,0,100,30,3,1,0,1,1,67,3,1,NA,50,5,1
2,1,2,2,1,2,2784,85,100,0,85,0,2,3,0,1,1,23,5,4,18,85,1,2
2,1,2,2,2,2,2784,0,0,50,40,70,7,3,4,2,1,39,1,3,20,NA,NA,2
2,1,2,2,2,2,59,85,70,30,70,60,4,3,2,4,1,70,1,3,24,70,5,3
2,1,4,3,3,2,59,60,75,NA,60,50,3,3,1,3,1,73,2,5,5,70,5,3
1,1,2,2,1,2,59,85,85,15,65,35,2,1,4,5,1,52,1,7,23,100,5,3
1,1,2,3,3,2,56,60,40,50,85,70,6,3,0,2,1,78,2,6,15,50,5,2
2,1,2,3,3,2,56,30,70,0,0,100,6,3,6,2,1,93,2,1,NA,50,5,1
1,1,3,3,2,2,56,70,85,15,70,40,4,1,1,5,1,26,5,6,23,60,5,2
2,1,3,3,3,2,56,30,40,30,40,60,5,3,5,4,2,42,1,4,23,50,5,9
1,1,3,3,2,2,56,15,40,60,40,70,5,3,5,1,1,35,1,6,22,40,5,2
1,1,1,1,1,2,18,0,0,100,0,85,4,3,6,4,2,44,1,7,NA,60,5,1
1,1,3,2,1,2,18,30,50,70,60,85,5,3,4,2,1,72,1,6,23,70,5,2
1,1,2,1,1,2,18,30,40,85,40,60,6,1,5,4,1,53,1,7,24,50,5,2
1,1,2,2,1,2,18,30,0,85,30,60,NA,1,6,4,2,49,1,6,24,60,5,1
2,1,2,2,2,3,18,0,0,60,0,85,6,3,6,3,1,67,1,5,21,40,5,1
1,1,3,2,3,1,35,85,70,60,70,70,4,3,3,2,1,78,1,3,21,70,5,9
1,1,3,3,3,1,35,15,40,70,50,85,4,1,4,2,1,76,5,2,11,60,5,9
