"","X","internettbruk","kjonn","alder","utdanning","tillit"
"1744",1744,1,2,71,13,3
"1745",1745,1,1,60,8,2
"1746",1746,1,1,29,8,0
"1747",1747,5,1,79,10,6
"1748",1748,5,2,26,11,9
"1749",1749,5,2,66,18,5
"1750",1750,5,1,67,13,3
"1751",1751,5,1,51,9,0
"1752",1752,5,1,79,5,5
"1753",1753,1,1,81,5,0
"1754",1754,3,2,66,9,3
"1755",1755,2,1,67,13,6
"1756",1756,5,2,49,19,9
"1757",1757,4,1,62,16,7
"1758",1758,1,1,77,NA,4
"1759",1759,2,2,72,13,NA
"1760",1760,1,1,86,5,6
"1761",1761,2,2,75,20,4
"1762",1762,1,2,83,8,10
"1763",1763,5,2,65,16,7
"1764",1764,5,1,77,18,6
"1765",1765,1,1,80,13,9
"1766",1766,5,1,19,13,3
"1767",1767,4,1,55,8,6
"1768",1768,5,2,22,12,7
"1769",1769,5,1,27,13,2
"1770",1770,3,2,57,8,5
"1771",1771,1,2,86,3,3
"1772",1772,4,2,66,14,0
"1773",1773,1,2,70,8,5
"1774",1774,1,1,73,5,5
"1775",1775,5,2,31,19,0
"1776",1776,5,2,23,15,5
"1777",1777,5,1,21,13,2
"1778",1778,5,1,50,18,1
"1779",1779,1,2,83,0,6
"1780",1780,3,2,76,9,5
"1781",1781,2,1,27,13,2
"1782",1782,5,2,47,13,4
"1783",1783,4,1,54,13,1
"1784",1784,5,1,80,8,4
"1785",1785,1,2,78,10,8
"1786",1786,3,1,69,13,4
"1787",1787,5,1,58,14,0
"1788",1788,1,2,81,NA,1
"1789",1789,5,1,39,7,1
"1790",1790,2,1,68,13,5
"1791",1791,1,1,78,5,4
"1792",1792,1,2,73,8,3
"1793",1793,1,1,65,5,8
"1794",1794,3,1,46,8,5
"1795",1795,1,1,58,14,6
"1796",1796,1,2,63,8,5
"1797",1797,5,1,42,22,9
"1798",1798,5,2,27,19,6
"1799",1799,5,2,54,13,6
"1800",1800,5,1,38,13,5
"1801",1801,2,2,67,20,3
"1802",1802,2,1,68,13,7
"1803",1803,3,1,21,15,4
"1804",1804,4,2,51,8,1
"1805",1805,5,2,36,13,0
"1806",1806,5,1,54,13,4
"1807",1807,5,2,74,8,6
"1808",1808,5,2,50,14,5
"1809",1809,5,1,75,8,3
"1810",1810,5,1,43,13,7
"1811",1811,5,2,59,8,6
"1812",1812,5,2,53,13,3
"1813",1813,1,2,90,5,0
"1814",1814,1,1,84,5,6
"1815",1815,2,2,17,NA,2
"1816",1816,5,1,38,17,7
"1817",1817,5,1,48,10,5
"1818",1818,1,1,87,5,6
"1819",1819,3,1,62,11,4
"1820",1820,5,2,27,13,1
"1821",1821,5,1,48,8,0
"1822",1822,5,2,27,13,5
"1823",1823,5,2,24,13,1
"1824",1824,5,1,32,8,4
"1825",1825,3,2,65,37,4
"1826",1826,1,1,75,8,5
"1827",1827,5,1,75,8,8
"1828",1828,5,1,29,19,6
"1829",1829,2,2,58,8,6
"1830",1830,5,2,49,16,5
"1831",1831,5,2,66,13,4
"1832",1832,1,1,72,8,0
"1833",1833,5,2,43,18,6
"1834",1834,4,2,33,13,7
"1835",1835,5,2,19,17,5
"1836",1836,3,1,16,10,7
"1837",1837,4,2,69,13,6
"1838",1838,5,1,49,8,7
"1839",1839,1,1,77,7,5
"1840",1840,2,1,67,13,7
"1841",1841,2,2,61,13,1
"1842",1842,5,2,57,12,4
"1843",1843,5,1,57,13,5
"1844",1844,1,1,74,5,1
"1845",1845,5,2,63,13,8
"1846",1846,5,1,43,NA,7
"1847",1847,1,1,45,7,6
"1848",1848,5,2,58,13,3
"1849",1849,5,1,39,13,2
"1850",1850,5,1,20,13,4
"1851",1851,4,1,53,13,6
"1852",1852,5,1,20,8,7
"1853",1853,5,1,49,8,8
"1854",1854,5,1,50,13,3
"1855",1855,5,1,23,8,5
"1856",1856,1,2,78,3,NA
"1857",1857,1,2,62,7,4
"1858",1858,5,1,27,17,5
"1859",1859,1,1,53,8,8
"1860",1860,1,1,71,8,3
"1861",1861,4,1,54,16,5
"1862",1862,2,1,62,8,1
"1863",1863,5,1,59,18,5
"1864",1864,2,2,65,13,2
"1865",1865,5,1,43,18,2
"1866",1866,1,1,61,8,3
"1867",1867,5,2,21,16,5
"1868",1868,5,1,38,10,5
"1869",1869,5,1,26,12,1
"1870",1870,5,1,28,14,6
"1871",1871,5,1,26,17,4
"1872",1872,1,2,84,3,1
"1873",1873,5,1,45,14,6
"1874",1874,1,2,83,5,10
"1875",1875,5,1,19,NA,5
"1876",1876,1,2,87,8,1
"1877",1877,4,2,54,11,2
"1878",1878,1,2,71,5,1
"1879",1879,1,2,87,11,5
"1880",1880,1,2,59,8,5
"1881",1881,5,1,38,14,2
"1882",1882,3,1,70,5,1
"1883",1883,5,2,28,20,6
"1884",1884,1,1,79,6,5
"1885",1885,5,1,57,13,8
"1886",1886,5,1,43,13,8
"1887",1887,1,1,65,8,1
"1888",1888,4,2,41,14,4
"1889",1889,1,1,67,7,4
"1890",1890,5,2,43,13,0
"1891",1891,2,2,55,11,0
"1892",1892,1,2,74,6,6
"1893",1893,5,1,40,17,0
"1894",1894,5,2,40,11,5
"1895",1895,5,1,44,8,NA
"1896",1896,4,2,34,16,6
"1897",1897,2,2,60,8,5
"1898",1898,5,1,58,20,8
"1899",1899,5,1,21,13,1
"1900",1900,5,1,50,13,5
"1901",1901,5,1,44,13,6
"1902",1902,2,1,64,13,7
"1903",1903,5,2,54,8,3
"1904",1904,1,1,67,5,0
"1905",1905,3,1,67,13,6
"1906",1906,5,2,55,13,5
"1907",1907,5,2,22,14,4
"1908",1908,5,2,46,13,5
"1909",1909,2,1,61,8,6
"1910",1910,2,2,NA,NA,0
"1911",1911,5,1,61,13,2
"1912",1912,5,1,58,13,6
"1913",1913,5,2,19,12,0
"1914",1914,5,1,50,13,2
"1915",1915,5,2,56,13,4
"1916",1916,5,2,60,20,2
"1917",1917,5,2,21,15,6
"1918",1918,5,1,31,14,6
"1919",1919,1,1,76,5,0
"1920",1920,3,1,46,11,5
"1921",1921,5,2,54,15,7
"1922",1922,5,2,42,11,9
"1923",1923,5,1,57,8,6
"1924",1924,5,2,35,23,7
"1925",1925,2,2,63,11,5
"1926",1926,5,2,59,17,4
"1927",1927,5,2,40,13,0
"1928",1928,5,1,57,16,5
"1929",1929,5,1,39,16,2
"1930",1930,4,1,57,10,8
"1931",1931,1,2,82,3,0
"1932",1932,1,1,85,19,6
"1933",1933,5,2,51,11,6
"1934",1934,5,1,71,8,2
"1935",1935,4,2,51,14,6
"1936",1936,1,2,78,5,1
"1937",1937,5,2,44,8,5
"1938",1938,1,1,65,8,4
"1939",1939,4,2,57,8,3
"1940",1940,2,2,44,NA,0
"1941",1941,5,2,36,19,5
"1942",1942,5,1,40,14,0
"1943",1943,1,1,41,13,4
"1944",1944,5,2,68,18,6
"1945",1945,1,1,76,3,2
"1946",1946,4,2,47,16,5
"1947",1947,5,1,70,8,2
"1948",1948,3,2,48,14,6
"1949",1949,5,2,67,13,5
"1950",1950,5,2,33,22,5
"1951",1951,1,2,90,3,6
"1952",1952,1,1,72,18,7
"1953",1953,5,2,64,5,0
"1954",1954,1,2,86,8,4
"1955",1955,1,1,67,8,0
"1956",1956,5,1,54,14,5
"1957",1957,5,1,20,13,NA
"1958",1958,5,1,35,18,0
"1959",1959,5,1,56,18,5
"1960",1960,4,1,63,13,5
"1961",1961,4,1,28,2,NA
"1962",1962,5,2,23,16,0
"1963",1963,4,2,50,13,5
"1964",1964,1,2,67,11,NA
"1965",1965,1,2,74,8,6
"1966",1966,4,1,66,14,6
"1967",1967,5,1,42,13,3
"1968",1968,1,2,80,8,5
"1969",1969,5,2,19,13,7
"1970",1970,1,2,85,4,3
"1971",1971,5,2,35,13,3
"1972",1972,1,2,78,5,0
"1973",1973,5,2,56,8,4
"1974",1974,2,1,72,13,4
"1975",1975,4,1,39,11,7
"1976",1976,5,1,20,11,8
"1977",1977,1,1,67,8,10
"1978",1978,1,1,83,5,4
"1979",1979,5,1,45,14,6
"1980",1980,5,2,27,11,5
"1981",1981,2,1,41,8,6
"1982",1982,2,2,79,18,0
"1983",1983,1,2,80,5,0
"1984",1984,3,1,57,13,1
"1985",1985,1,1,70,5,6
"1986",1986,5,2,25,9,5
"1987",1987,4,1,58,9,7
"1988",1988,5,1,22,13,7
"1989",1989,5,1,32,16,0
"1990",1990,3,2,68,17,5
"1991",1991,5,1,26,14,7
"1992",1992,5,1,34,11,6
"1993",1993,5,2,57,11,1
"1994",1994,2,1,49,10,2
"1995",1995,5,1,25,18,1
"1996",1996,5,1,40,13,2
"1997",1997,5,2,52,24,4
"1998",1998,5,1,48,8,7
"1999",1999,5,1,27,13,5
"2000",2000,5,2,70,8,1
"2001",2001,3,1,55,8,0
"2002",2002,2,1,41,8,7
"2003",2003,5,2,48,16,4
"2004",2004,5,1,26,19,7
"2005",2005,5,1,24,8,5
"2006",2006,1,2,58,8,2
"2007",2007,5,2,55,14,1
"2008",2008,5,2,57,18,5
"2009",2009,3,1,51,12,7
"2010",2010,3,1,52,16,4
"2011",2011,5,2,18,12,3
"2012",2012,1,2,61,5,0
"2013",2013,5,2,45,18,6
"2014",2014,5,1,26,13,6
"2015",2015,5,2,19,15,6
"2016",2016,5,1,18,12,6
"2017",2017,2,1,62,13,5
"2018",2018,3,2,71,11,4
"2019",2019,2,1,73,8,2
"2020",2020,1,1,81,8,2
"2021",2021,5,1,28,20,8
"2022",2022,5,1,23,16,4
"2023",2023,5,2,27,13,0
"2024",2024,3,2,52,13,8
"2025",2025,5,2,35,19,5
"2026",2026,2,2,63,8,3
"2027",2027,3,1,69,13,2
"2028",2028,5,1,49,12,9
"2029",2029,5,2,63,13,4
"2030",2030,5,2,23,13,3
"2031",2031,5,2,66,17,3
"2032",2032,1,1,84,5,0
"2033",2033,5,2,64,10,0
"2034",2034,5,2,44,8,7
"2035",2035,5,2,42,17,6
"2036",2036,5,1,57,NA,5
"2037",2037,5,2,16,10,7
"2038",2038,5,2,46,20,8
"2039",2039,1,1,57,5,3
"2040",2040,5,2,46,10,2
"2041",2041,5,2,32,14,5
"2042",2042,3,2,55,13,0
"2043",2043,1,2,84,5,0
"2044",2044,5,1,58,11,7
"2045",2045,5,1,33,13,NA
"2046",2046,5,1,51,8,9
"2047",2047,4,1,45,13,6
"2048",2048,4,1,46,13,4
"2049",2049,1,2,73,5,2
"2050",2050,5,1,66,18,5
"2051",2051,5,2,57,13,6
"2052",2052,5,1,38,14,0
"2053",2053,1,2,44,8,7
"2054",2054,5,2,43,NA,0
"2055",2055,1,2,72,3,8
"2056",2056,2,1,54,8,2
"2057",2057,1,2,80,5,0
"2058",2058,4,2,21,8,4
"2059",2059,5,2,36,13,5
"2060",2060,1,1,73,8,8
"2061",2061,3,1,35,8,0
"2062",2062,1,2,67,8,3
"2063",2063,5,2,40,11,3
"2064",2064,3,1,51,12,7
"2065",2065,5,2,47,15,0
"2066",2066,5,1,31,20,6
"2067",2067,5,2,52,8,NA
"2068",2068,1,1,67,6,2
"2069",2069,1,2,80,5,0
"2070",2070,5,1,45,20,1
"2071",2071,5,1,34,18,4
"2072",2072,5,1,41,18,5
"2073",2073,5,2,38,11,3
"2074",2074,3,2,51,13,8
"2075",2075,4,1,53,13,4
"2076",2076,3,1,71,8,3
"2077",2077,5,2,30,18,3
"2078",2078,5,1,28,16,0
"2079",2079,1,2,75,NA,10
"2080",2080,5,1,23,15,5
"2081",2081,5,2,19,13,6
"2082",2082,1,2,80,5,0
"2083",2083,5,2,45,19,5
"2084",2084,3,2,43,15,6
"2085",2085,4,2,62,10,7
"2086",2086,3,1,63,8,6
"2087",2087,5,2,24,14,6
"2088",2088,2,2,60,10,3
"2089",2089,4,1,52,20,1
"2090",2090,5,2,24,18,3
"2091",2091,1,1,79,5,7
"2092",2092,5,1,70,17,10
"2093",2093,5,2,48,8,6
"2094",2094,5,1,39,13,6
"2095",2095,5,1,18,12,6
"2096",2096,1,2,70,5,2
"2097",2097,5,1,17,10,2
"2098",2098,5,2,26,13,8
"2099",2099,1,1,77,8,3
"2100",2100,1,1,59,8,0
"2101",2101,5,2,48,13,5
"2102",2102,4,1,55,18,4
"2103",2103,1,1,81,25,2
"2104",2104,5,1,60,8,4
"2105",2105,5,2,37,8,8
"2106",2106,5,2,38,13,5
"2107",2107,5,1,67,13,4
"2108",2108,5,1,53,8,4
"2109",2109,5,2,19,8,2
"2110",2110,5,1,72,18,5
"2111",2111,4,2,50,8,3
"2112",2112,4,2,52,8,8
"2113",2113,5,1,19,13,5
"2114",2114,4,2,42,8,9
"2115",2115,5,2,39,15,7
"2116",2116,4,1,62,13,7
"2117",2117,5,2,65,8,4
"2118",2118,5,1,19,13,6
"2119",2119,4,1,23,12,7
"2120",2120,5,1,77,8,5
"2121",2121,5,1,24,23,6
"2122",2122,5,1,48,11,0
"2123",2123,5,2,57,9,4
"2124",2124,5,2,26,19,5
"2125",2125,5,1,19,16,7
"2126",2126,1,1,62,8,0
"2127",2127,5,1,62,13,8
"2128",2128,1,2,70,8,3
"2129",2129,5,1,40,8,6
"2130",2130,1,2,69,5,2
"2131",2131,5,1,68,18,8
"2132",2132,4,1,35,14,10
"2133",2133,5,2,40,18,5
"2134",2134,5,2,36,14,6
"2135",2135,2,1,69,5,1
"2136",2136,1,2,69,10,2
"2137",2137,5,2,18,12,6
"2138",2138,4,2,79,3,6
"2139",2139,5,1,35,14,5
"2140",2140,5,2,47,13,4
"2141",2141,5,1,46,12,6
"2142",2142,5,2,44,13,6
"2143",2143,3,2,64,9,2
"2144",2144,2,2,69,NA,7
"2145",2145,2,2,34,9,7
"2146",2146,5,2,19,12,0
"2147",2147,5,1,39,17,7
"2148",2148,5,1,19,13,5
"2149",2149,2,1,42,13,5
"2150",2150,3,1,56,8,5
"2151",2151,5,2,22,9,5
"2152",2152,1,2,81,5,2
"2153",2153,3,2,79,13,4
"2154",2154,1,1,78,8,4
"2155",2155,1,1,72,16,6
"2156",2156,5,2,62,18,2
"2157",2157,5,1,46,13,6
"2158",2158,5,2,53,18,7
"2159",2159,1,2,74,13,3
"2160",2160,2,2,59,13,9
"2161",2161,4,1,66,8,4
"2162",2162,2,1,73,8,5
"2163",2163,4,2,52,8,9
"2164",2164,5,2,43,11,7
"2165",2165,5,2,41,8,4
"2166",2166,5,1,56,13,4
"2167",2167,5,1,25,17,4
"2168",2168,5,2,43,8,0
"2169",2169,1,2,78,12,6
"2170",2170,4,2,57,14,5
"2171",2171,5,2,51,18,8
"2172",2172,1,2,81,5,5
"2173",2173,5,2,23,13,6
"2174",2174,1,2,50,10,0
"2175",2175,5,1,16,11,7
"2176",2176,2,1,48,10,3
"2177",2177,4,1,35,12,0
"2178",2178,5,2,67,19,6
"2179",2179,5,2,42,13,6
"2180",2180,1,2,60,11,0
"2181",2181,5,1,54,18,4
"2182",2182,3,2,44,13,6
"2183",2183,5,2,41,12,0
"2184",2184,5,1,31,13,6
"2185",2185,5,1,24,10,5
"2186",2186,1,2,69,5,1
"2187",2187,2,2,63,13,5
"2188",2188,4,1,72,13,8
"2189",2189,5,2,55,9,4
"2190",2190,5,1,49,13,3
"2191",2191,2,1,79,13,2
"2192",2192,5,1,22,13,4
"2193",2193,5,1,19,12,4
"2194",2194,4,2,27,13,1
"2195",2195,5,1,28,13,6
"2196",2196,1,1,84,5,8
"2197",2197,5,1,23,11,2
"2198",2198,5,2,18,12,5
"2199",2199,5,1,29,13,7
"2200",2200,4,2,75,8,7
"2201",2201,5,2,20,12,6
"2202",2202,1,1,74,10,2
"2203",2203,1,2,68,5,6
"2204",2204,2,1,55,10,3
"2205",2205,1,2,80,6,7
"2206",2206,1,2,80,5,0
"2207",2207,5,2,62,14,0
"2208",2208,1,2,90,5,0
"2209",2209,5,1,47,13,7
"2210",2210,5,1,50,13,8
"2211",2211,1,2,80,5,3
"2212",2212,5,2,57,8,0
"2213",2213,1,2,78,10,0
"2214",2214,2,2,71,13,0
"2215",2215,5,1,62,16,2
"2216",2216,5,2,36,19,7
"2217",2217,1,2,80,5,5
"2218",2218,2,2,69,8,4
"2219",2219,3,1,45,14,1
"2220",2220,4,1,89,13,2
"2221",2221,5,1,20,14,0
"2222",2222,3,2,42,13,5
"2223",2223,3,1,46,8,2
"2224",2224,1,1,79,8,0
"2225",2225,5,2,32,16,6
"2226",2226,1,2,63,5,4
"2227",2227,1,2,78,8,6
"2228",2228,4,2,56,11,1
"2229",2229,4,2,50,10,4
"2230",2230,5,1,30,11,3
"2231",2231,3,2,56,12,6
"2232",2232,4,2,28,NA,0
"2233",2233,5,2,67,27,2
"2234",2234,5,2,57,13,0
"2235",2235,4,2,38,13,6
"2236",2236,5,2,18,12,NA
"2237",2237,5,2,50,13,1
"2238",2238,4,1,51,18,1
"2239",2239,2,2,60,11,6
"2240",2240,2,1,67,8,4
"2241",2241,3,2,65,13,2
"2242",2242,4,2,50,13,7
"2243",2243,3,2,55,13,0
"2244",2244,4,1,62,13,6
"2245",2245,1,2,71,9,4
"2246",2246,3,2,67,8,4
"2247",2247,5,1,74,8,2
"2248",2248,5,2,39,15,3
"2249",2249,5,2,24,18,2
"2250",2250,5,2,39,14,5
"2251",2251,5,1,65,18,6
"2252",2252,4,2,21,11,3
"2253",2253,5,1,77,18,3
"2254",2254,4,1,43,NA,0
"2255",2255,2,2,78,NA,2
"2256",2256,5,2,40,13,5
"2257",2257,1,1,66,8,3
"2258",2258,5,1,36,8,NA
"2259",2259,5,2,22,17,6
"2260",2260,1,1,58,10,3
"2261",2261,5,1,53,8,7
"2262",2262,3,2,64,13,4
"2263",2263,1,2,84,10,4
"2264",2264,5,2,26,13,5
"2265",2265,5,1,22,15,0
"2266",2266,5,1,23,15,6
"2267",2267,5,1,19,11,7
"2268",2268,4,1,46,8,0
"2269",2269,5,2,72,10,3
"2270",2270,5,2,39,13,0
"2271",2271,4,1,63,NA,7
"2272",2272,1,2,78,5,2
"2273",2273,5,2,26,18,7
"2274",2274,3,1,67,9,4
"2275",2275,5,1,78,19,5
"2276",2276,5,1,19,13,5
"2277",2277,3,1,43,13,2
"2278",2278,5,2,61,8,8
"2279",2279,4,2,29,NA,2
"2280",2280,5,2,45,13,0
"2281",2281,1,2,79,23,0
"2282",2282,5,2,43,22,7
"2283",2283,5,2,61,18,0
"2284",2284,1,2,64,8,7
"2285",2285,5,1,27,10,10
"2286",2286,5,2,49,14,4
"2287",2287,5,1,47,11,5
"2288",2288,5,2,19,16,5
"2289",2289,1,2,71,7,3
"2290",2290,2,1,53,8,2
"2291",2291,5,1,42,NA,7
"2292",2292,5,1,62,21,8
"2293",2293,5,2,24,21,8
"2294",2294,1,1,70,9,1
"2295",2295,5,2,38,NA,7
"2296",2296,5,1,44,20,4
"2297",2297,5,1,19,NA,3
"2298",2298,4,2,51,8,1
"2299",2299,1,2,NA,8,3
"2300",2300,5,1,31,16,10
"2301",2301,4,2,50,16,5
"2302",2302,5,2,41,13,2
"2303",2303,5,2,47,8,7
"2304",2304,1,2,64,NA,0
"2305",2305,5,2,17,12,5
"2306",2306,2,2,63,12,4
"2307",2307,5,2,58,13,7
"2308",2308,1,1,56,8,7
"2309",2309,5,2,60,20,7
"2310",2310,4,2,38,13,5
"2311",2311,4,2,71,12,6
"2312",2312,1,1,58,8,2
"2313",2313,4,2,53,8,0
"2314",2314,5,2,40,14,6
"2315",2315,5,1,54,13,2
"2316",2316,5,1,50,15,6
"2317",2317,5,1,52,13,6
"2318",2318,1,2,58,8,0
"2319",2319,5,2,32,15,6
"2320",2320,4,1,32,11,7
"2321",2321,4,1,74,8,5
"2322",2322,3,2,57,3,5
"2323",2323,3,1,64,NA,0
"2324",2324,2,1,42,NA,0
"2325",2325,5,1,58,11,7
"2326",2326,5,1,37,14,8
"2327",2327,2,2,62,5,3
"2328",2328,1,1,71,8,3
"2329",2329,5,1,22,15,6
"2330",2330,5,1,21,10,6
"2331",2331,4,2,37,18,3
"2332",2332,5,1,81,5,0
"2333",2333,5,2,28,8,5
"2334",2334,1,1,69,7,5
"2335",2335,1,1,75,5,4
"2336",2336,1,2,72,6,8
"2337",2337,1,2,73,2,4
"2338",2338,4,2,25,10,9
"2339",2339,4,2,48,13,0
"2340",2340,2,2,56,13,4
"2341",2341,5,1,50,12,6
"2342",2342,4,2,78,17,3
"2343",2343,5,2,69,8,1
"2344",2344,5,2,24,13,4
"2345",2345,5,1,30,8,5
"2346",2346,5,1,25,10,9
"2347",2347,5,2,58,13,5
"2348",2348,3,1,62,14,5
"2349",2349,1,1,76,8,5
"2350",2350,5,2,19,12,8
"2351",2351,5,1,20,17,1
"2352",2352,1,1,72,5,5
"2353",2353,5,2,84,18,1
"2354",2354,5,2,55,8,2
"2355",2355,4,1,65,14,6
"2356",2356,5,1,16,10,7
"2357",2357,5,2,41,13,4
"2358",2358,2,1,50,14,9
"2359",2359,5,1,22,13,1
"2360",2360,5,2,64,13,7
"2361",2361,1,1,73,5,5
"2362",2362,3,2,52,9,7
"2363",2363,NA,2,56,NA,1
"2364",2364,4,2,57,11,5
"2365",2365,2,2,71,6,6
"2366",2366,5,1,25,17,6
"2367",2367,3,2,32,8,0
"2368",2368,5,1,60,16,5
"2369",2369,5,1,35,16,4
"2370",2370,5,1,57,16,8
"2371",2371,5,1,59,12,5
"2372",2372,5,2,33,13,5
"2373",2373,2,2,73,8,1
"2374",2374,4,2,63,8,5
"2375",2375,4,1,68,10,3
"2376",2376,5,2,22,16,3
"2377",2377,1,1,67,8,0
"2378",2378,5,2,37,11,7
"2379",2379,5,1,34,8,7
"2380",2380,3,1,54,13,7
"2381",2381,5,1,41,13,6
"2382",2382,3,1,35,NA,NA
"2383",2383,1,2,70,5,2
"2384",2384,5,1,66,8,3
"2385",2385,5,1,17,11,2
"2386",2386,5,2,18,12,8
"2387",2387,5,2,52,10,2
"2388",2388,5,2,67,13,5
"2389",2389,4,1,75,13,1
"2390",2390,1,2,86,5,6
"2391",2391,5,1,44,11,4
"2392",2392,5,1,30,13,1
"2393",2393,5,2,16,11,5
"2394",2394,1,1,52,8,7
"2395",2395,1,2,73,5,0
"2396",2396,1,2,67,13,8
"2397",2397,5,2,25,14,6
"2398",2398,5,2,49,13,5
"2399",2399,5,1,43,19,8
"2400",2400,5,2,24,13,6
"2401",2401,4,1,32,12,5
"2402",2402,4,1,NA,9,2
"2403",2403,5,2,54,19,3
"2404",2404,5,1,17,10,7
"2405",2405,1,1,76,3,5
"2406",2406,2,2,58,8,5
"2407",2407,2,2,65,16,6
"2408",2408,5,1,56,13,0
"2409",2409,1,2,81,6,0
"2410",2410,5,1,20,13,7
"2411",2411,5,1,69,9,6
"2412",2412,1,1,66,13,0
"2413",2413,5,2,62,13,3
"2414",2414,2,2,76,9,3
"2415",2415,5,1,67,13,7
"2416",2416,4,2,56,12,8
"2417",2417,1,1,62,12,7
"2418",2418,5,1,26,20,6
"2419",2419,1,1,55,13,6
"2420",2420,5,2,61,13,2
"2421",2421,4,2,44,8,3
"2422",2422,4,1,39,19,5
"2423",2423,3,2,51,7,5
"2424",2424,1,2,76,5,4
"2425",2425,3,2,66,8,7
"2426",2426,1,1,46,NA,0
"2427",2427,3,2,61,8,7
"2428",2428,5,2,19,12,4
"2429",2429,4,1,39,10,0
"2430",2430,5,2,52,14,4
"2431",2431,5,1,36,14,5
"2432",2432,5,1,17,10,NA
"2433",2433,5,1,28,13,2
"2434",2434,5,1,41,13,4
"2435",2435,5,1,51,8,5
"2436",2436,1,2,84,8,NA
"2437",2437,1,2,87,5,5
"2438",2438,5,2,17,10,6
"2439",2439,5,2,27,8,0
"2440",2440,5,2,67,13,0
"2441",2441,1,1,70,8,1
"2442",2442,5,2,53,14,6
"2443",2443,4,2,33,7,6
"2444",2444,4,2,54,13,5
"2445",2445,4,2,56,8,6
"2446",2446,3,2,55,13,5
"2447",2447,4,1,31,8,6
"2448",2448,3,1,18,10,NA
"2449",2449,4,2,66,13,3
"2450",2450,4,2,55,8,6
"2451",2451,5,2,39,18,6
"2452",2452,5,2,25,13,0
"2453",2453,4,2,51,13,0
"2454",2454,5,1,51,17,6
"2455",2455,2,2,67,5,0
"2456",2456,5,2,16,10,5
"2457",2457,5,1,43,13,7
"2458",2458,4,2,47,13,7
"2459",2459,5,2,26,18,4
"2460",2460,5,1,50,13,7
"2461",2461,2,2,56,9,0
"2462",2462,5,2,38,19,5
"2463",2463,5,2,23,13,5
"2464",2464,5,2,45,21,5
"2465",2465,5,1,61,13,5
"2466",2466,2,1,58,10,2
"2467",2467,1,1,62,8,5
"2468",2468,3,1,70,NA,2
"2469",2469,5,1,30,19,7
"2470",2470,1,2,56,5,1
"2471",2471,2,2,39,12,8
"2472",2472,5,2,39,22,3
"2473",2473,5,2,18,12,0
"2474",2474,3,1,65,5,2
"2475",2475,5,1,29,13,3
"2476",2476,4,2,44,14,7
"2477",2477,3,2,34,15,6
"2478",2478,1,1,79,5,3
"2479",2479,2,2,34,10,NA
"2480",2480,5,2,65,3,3
"2481",2481,1,1,63,13,0
"2482",2482,5,1,25,16,6
"2483",2483,5,1,21,13,2
"2484",2484,1,1,62,8,10
"2485",2485,5,1,48,13,5
"2486",2486,3,2,68,8,0
"2487",2487,4,2,29,13,4
"2488",2488,5,1,77,20,10
"2489",2489,1,2,40,15,NA
"2490",2490,1,2,69,5,6
"2491",2491,2,1,82,5,6
"2492",2492,5,1,47,8,8
"2493",2493,5,2,30,17,6
"2494",2494,4,1,49,14,3
"2495",2495,4,1,17,8,5
"2496",2496,5,2,72,13,3
"2497",2497,1,2,82,5,1
"2498",2498,1,2,65,8,5
"2499",2499,1,1,83,5,4
"2500",2500,1,1,74,8,3
"2501",2501,1,2,69,8,5
"2502",2502,5,1,22,16,5
"2503",2503,1,1,70,8,2
"2504",2504,5,1,16,9,1
"2505",2505,4,1,42,13,0
"2506",2506,1,2,76,4,0
"2507",2507,5,2,72,5,5
"2508",2508,1,1,83,5,3
"2509",2509,5,1,34,20,4
"2510",2510,5,1,40,13,5
"2511",2511,5,2,30,16,5
"2512",2512,1,2,80,4,8
"2513",2513,1,2,59,8,NA
"2514",2514,4,2,NA,NA,0
"2515",2515,1,2,71,6,NA
"2516",2516,4,1,40,15,3
"2517",2517,1,2,83,5,4
"2518",2518,5,1,62,16,8
"2519",2519,5,1,20,13,4
"2520",2520,3,1,62,12,7
"2521",2521,5,1,45,17,4
"2522",2522,5,1,20,13,7
"2523",2523,1,1,86,5,5
"2524",2524,1,2,81,5,1
"2525",2525,5,2,25,15,7
"2526",2526,2,2,51,8,0
"2527",2527,5,2,67,8,5
"2528",2528,3,1,59,9,2
"2529",2529,5,1,46,13,8
"2530",2530,5,1,18,12,3
"2531",2531,5,2,25,16,5
"2532",2532,5,2,22,16,8
"2533",2533,5,1,26,22,4
"2534",2534,5,2,21,13,4
"2535",2535,1,2,84,6,3
"2536",2536,4,1,39,17,6
"2537",2537,1,1,71,12,7
"2538",2538,5,1,19,13,8
"2539",2539,2,1,37,11,7
"2540",2540,5,1,60,15,5
"2541",2541,4,2,72,19,5
"2542",2542,5,1,25,18,4
"2543",2543,5,2,59,10,NA
"2544",2544,2,2,61,13,8
"2545",2545,2,2,68,7,4
"2546",2546,4,2,65,18,6
"2547",2547,5,1,40,18,4
"2548",2548,5,2,20,13,5
"2549",2549,3,1,24,17,5
"2550",2550,1,2,77,8,0
"2551",2551,1,1,68,13,2
"2552",2552,5,1,24,13,4
"2553",2553,5,1,48,NA,4
"2554",2554,3,2,59,10,2
"2555",2555,1,2,85,5,0
"2556",2556,5,2,31,13,4
"2557",2557,2,2,65,8,3
"2558",2558,3,1,66,9,4
"2559",2559,1,1,56,4,2
"2560",2560,5,1,20,16,6
"2561",2561,5,2,36,8,7
